storm_id,usa_atcf_id,geoid,max_pct_out,avg_customer_hrs_out
Harvey-2017,AL092017,48181,7.617886798202179e-5,1.9044716995505447e-5
Harvey-2017,AL092017,48183,0.08262059527882312,0.3969925045874413
Harvey-2017,AL092017,48185,0.21366975407218142,3.1664803577131906
Harvey-2017,AL092017,48187,0.0857616678512201,1.9414212580987402
Harvey-2017,AL092017,48189,0.029411764705882353,0.047217893780028566
Harvey-2017,AL092017,48191,0.005169442848937392,0.02096496266513498
Harvey-2017,AL092017,48193,0,0
Harvey-2017,AL092017,48195,0.03719599427753934,0.05633047210300429
Harvey-2017,AL092017,48197,0,0
Harvey-2017,AL092017,48199,1,87.75762670165655
Harvey-2017,AL092017,48201,5.958353896675906e-4,0.030591140929021723
Harvey-2017,AL092017,48203,0.04465614766299494,0.04522179220005954
Harvey-2017,AL092017,48205,1,0.9805013927576601
Harvey-2017,AL092017,48207,0,0
Harvey-2017,AL092017,48209,0.04153143659992975,0.41424657534246573
Harvey-2017,AL092017,48211,0.024390243902439025,0.040370058873002525
Harvey-2017,AL092017,48213,0.003619552752293578,0.015759389334862386
Harvey-2017,AL092017,48215,0.001616070480840675,0.002816181933977285
Harvey-2017,AL092017,48217,0,0
Harvey-2017,AL092017,48219,0.03197272643508707,0.15136367824564637
Harvey-2017,AL092017,48221,0,0
Harvey-2017,AL092017,48223,1.894387875917594e-4,2.3679848448969926e-4
Harvey-2017,AL092017,48225,0,0
Harvey-2017,AL092017,48227,0,0
Harvey-2017,AL092017,48229,0.22173531989482909,0.06879929886064855
Harvey-2017,AL092017,48231,0.019393347682339628,0.015016530942818471
Harvey-2017,AL092017,48233,0.016766981943250214,0.044353683003726
Harvey-2017,AL092017,48235,0,0
Harvey-2017,AL092017,48237,0,0
Harvey-2017,AL092017,48239,0.0016420361247947454,0.03037766830870279
Harvey-2017,AL092017,48241,0.019336294747844266,0.9385125424614581
Harvey-2017,AL092017,48243,0,0
Harvey-2017,AL092017,48245,0.39209043922646586,38.80382411583654
Harvey-2017,AL092017,48247,0,0
Harvey-2017,AL092017,48249,0.19146036793095617,1.9988502157619805
Harvey-2017,AL092017,48251,0,0
Harvey-2017,AL092017,48253,0,0
Harvey-2017,AL092017,48255,0.01089399965415874,0.2268286356562338
Harvey-2017,AL092017,48257,0.0013508994850531665,0.011509396107804454
Harvey-2017,AL092017,48259,0.0025667839148208003,0.0069160566593782676
Harvey-2017,AL092017,48261,1,13.950643776824034
Harvey-2017,AL092017,48263,0,0
Harvey-2017,AL092017,48265,1.0039656643742784e-4,9.41217810350886e-5
Harvey-2017,AL092017,48267,0.03334921391138637,0.14125774178180084
Harvey-2017,AL092017,48269,0,0
Harvey-2017,AL092017,48271,0,0
Harvey-2017,AL092017,48273,0.04235816287147819,0.3854448089540718
Harvey-2017,AL092017,48275,0,0
Harvey-2017,AL092017,48277,0,0
Harvey-2017,AL092017,48279,0.07334053534989797,0.0885247869403433
Harvey-2017,AL092017,48281,1.75054704595186e-4,0.0018818380743982495
Harvey-2017,AL092017,48283,0,0
Harvey-2017,AL092017,48285,0.9117782909930716,31.53325635103926
Harvey-2017,AL092017,48287,0.1560953666216824,2.020130454340981
Harvey-2017,AL092017,48289,4.005875283749499e-4,0.0024369074642809456
Harvey-2017,AL092017,48291,0.14304464912082193,11.08408766887687
Harvey-2017,AL092017,48293,4.715868898844612e-4,8.842254185333649e-4
Harvey-2017,AL092017,48295,0.20761245674740483,0.06764705882352941
Harvey-2017,AL092017,48297,0.03677709152161707,0.3720522178551376
Harvey-2017,AL092017,48299,6.098800569221387e-4,0.012629599512095954
Harvey-2017,AL092017,48301,0,0
Harvey-2017,AL092017,48303,2.1985812420637947e-4,0.0010275002131277734
Harvey-2017,AL092017,48305,0.018295218295218296,0.057380457380457384
Harvey-2017,AL092017,48307,0,0
Harvey-2017,AL092017,48309,0,0
Harvey-2017,AL092017,48311,0.05069124423963134,0.09447004608294932
Harvey-2017,AL092017,48313,0.04085338175215615,1.1756695415342715
Harvey-2017,AL092017,48315,0,0
Harvey-2017,AL092017,48317,0,0
Harvey-2017,AL092017,48319,0,0
Harvey-2017,AL092017,48321,0,0
Harvey-2017,AL092017,48323,0,0
Harvey-2017,AL092017,48325,0.09749462229533089,0.029877894470454257
Harvey-2017,AL092017,48327,0.0070052539404553416,0.05910683012259194
Harvey-2017,AL092017,48329,0,0
Harvey-2017,AL092017,48331,0.004262181776293054,0.05886418615366893
Harvey-2017,AL092017,48333,0,0
Harvey-2017,AL092017,48335,0,0
Harvey-2017,AL092017,48337,0,0
Harvey-2017,AL092017,48339,0.09610937228308121,3.16457789949574
Harvey-2017,AL092017,48341,0.0202912019826518,0.06029275092936803
Harvey-2017,AL092017,48343,0.019388863037071505,0.1403753683883977
Harvey-2017,AL092017,48345,0,0
Harvey-2017,AL092017,48347,0,0
Harvey-2017,AL092017,48349,0,0
Harvey-2017,AL092017,48351,0.0016658733936220848,0.11143503093764874
Harvey-2017,AL092017,48353,0,0
Harvey-2017,AL092017,48355,0.026912434444464988,0.48093574170965137
Harvey-2017,AL092017,48357,0.006434747637241102,0.008546149205710838
Harvey-2017,AL092017,48359,0.0031645569620253164,0.019778481012658226
Harvey-2017,AL092017,48361,1,142.43318508035986
Harvey-2017,AL092017,48363,0,0
Harvey-2017,AL092017,48365,0.06655130146369602,0.10774028408681233
Harvey-2017,AL092017,48367,0,0
Harvey-2017,AL092017,48369,1.3070186903672723e-4,0.0012743432231080904
Harvey-2017,AL092017,48371,0,0
Harvey-2017,AL092017,48373,0.34310375831684947,10.410605106995146
Harvey-2017,AL092017,48375,0.0375597717106278,0.1089708982466965
Harvey-2017,AL092017,48377,0,0
Harvey-2017,AL092017,48379,0,0
Harvey-2017,AL092017,48381,0.005141685201767815,0.052319535515179524
Harvey-2017,AL092017,48383,0,0
Harvey-2017,AL092017,48385,0.003228410008071025,0.007869249394673122
Harvey-2017,AL092017,48387,0,0
Harvey-2017,AL092017,48389,0,0
Harvey-2017,AL092017,48391,0,0
Harvey-2017,AL092017,48393,0.0035587188612099642,0.040035587188612096
Harvey-2017,AL092017,48395,0.041742286751361164,0.0721415607985481
Harvey-2017,AL092017,48397,0,0
Harvey-2017,AL092017,48399,0,0
Harvey-2017,AL092017,48401,0.005419442249068533,0.0678935681758308
Harvey-2017,AL092017,48403,0,0
Harvey-2017,AL092017,48405,0,0
Harvey-2017,AL092017,48407,0.8205415499533146,39.770214752567696
Harvey-2017,AL092017,48409,0.011775590882328203,0.08951551854655564
Harvey-2017,AL092017,48411,0,0
Harvey-2017,AL092017,48413,0,0
Harvey-2017,AL092017,48415,0,0
Harvey-2017,AL092017,48417,0,0
Harvey-2017,AL092017,48419,0.07125103562551781,0.3064761115713891
Harvey-2017,AL092017,48421,0.9968895800933126,2.076982892690513
Harvey-2017,AL092017,48423,0.002898011685031072,0.0018713096843181922
Harvey-2017,AL092017,48425,0,0
Harvey-2017,AL092017,48427,3.2243502934158766e-5,9.67305088024763e-5
Harvey-2017,AL092017,48429,0,0
Harvey-2017,AL092017,48431,0,0
Harvey-2017,AL092017,48433,0,0
Harvey-2017,AL092017,48435,0.0012706480304955528,0.004129606099110546
Harvey-2017,AL092017,48437,0.054094665664913597,0.1545830202854996
Harvey-2017,AL092017,48439,0,0
Harvey-2017,AL092017,48441,0,0
Harvey-2017,AL092017,48443,0,0
Harvey-2017,AL092017,48445,0.001159823706796567,0.002551612154952447
Harvey-2017,AL092017,48447,0,0
Harvey-2017,AL092017,48449,0.06855764138174543,0.18235449891131641
Harvey-2017,AL092017,48451,0,0
Harvey-2017,AL092017,48453,0.03572374385832635,0.823165364855139
Harvey-2017,AL092017,48455,0.16465372267237424,2.1401161901849868
Harvey-2017,AL092017,48457,1,82.94467396159
Harvey-2017,AL092017,48459,0.0516900790166813,0.08281661545215101
Harvey-2017,AL092017,48461,0,0
Harvey-2017,AL092017,48463,0,0
Harvey-2017,AL092017,48465,0,0
Harvey-2017,AL092017,48467,0.02081413853756596,0.034058547617053354
Harvey-2017,AL092017,48469,0.003792203555700538,0.09678274343500244
Harvey-2017,AL092017,48471,0.34815932407966205,9.706578153289076
Harvey-2017,AL092017,48473,0.0028599179797107704,0.03321282106626376
Harvey-2017,AL092017,48475,0,0
Harvey-2017,AL092017,48477,0.061291328758577665,0.9216703056768559
Harvey-2017,AL092017,48479,0,0
Harvey-2017,AL092017,48481,0,0
Harvey-2017,AL092017,48483,0.017241379310344827,0.07467672413793103
Harvey-2017,AL092017,48485,0,0
Harvey-2017,AL092017,48487,0,0
Harvey-2017,AL092017,48489,0.002834564507816526,0.00738704689915822
Harvey-2017,AL092017,48491,0.011622822389788472,0.07388686941515372
Harvey-2017,AL092017,48493,0.035069454772598825,0.8451247806300008
Harvey-2017,AL092017,48495,0,0
Harvey-2017,AL092017,48497,1.4491703499746396e-4,3.622925874936599e-5
Harvey-2017,AL092017,48499,0.001933873986275733,0.006238303181534623
Harvey-2017,AL092017,48501,5.59753708368318e-4,0.002938706968933669
Harvey-2017,AL092017,48503,0,0
Harvey-2017,AL092017,48505,0,0
Harvey-2017,AL092017,48507,0,0
