storm_id,usa_atcf_id,geoid,DATE,PRCPpred
Florence-2018,AL062018,37021002703,2018-08-25,0
Florence-2018,AL062018,37021002803,2018-08-25,0
Florence-2018,AL062018,37021002804,2018-08-25,0
Florence-2018,AL062018,37021002900,2018-08-25,0
Florence-2018,AL062018,37021003001,2018-08-25,0
Florence-2018,AL062018,37021003002,2018-08-25,0
Florence-2018,AL062018,37021003102,2018-08-25,0
Florence-2018,AL062018,37021003103,2018-08-25,0
Florence-2018,AL062018,37021003104,2018-08-25,0
Florence-2018,AL062018,37021003201,2018-08-25,0
Florence-2018,AL062018,37021003202,2018-08-25,0
Florence-2018,AL062018,37021003203,2018-08-25,0
Florence-2018,AL062018,37021003204,2018-08-25,0
Florence-2018,AL062018,37021003205,2018-08-25,0
Florence-2018,AL062018,37023020100,2018-08-25,0
Florence-2018,AL062018,37023020201,2018-08-25,0
Florence-2018,AL062018,37023020202,2018-08-25,0
Florence-2018,AL062018,37023020301,2018-08-25,0
Florence-2018,AL062018,37023020302,2018-08-25,0
Florence-2018,AL062018,37023020500,2018-08-25,0
Florence-2018,AL062018,37023020600,2018-08-25,0
Florence-2018,AL062018,37023020801,2018-08-25,0
Florence-2018,AL062018,37023020802,2018-08-25,0
Florence-2018,AL062018,37023020900,2018-08-25,0
Florence-2018,AL062018,37023021000,2018-08-25,0
Florence-2018,AL062018,37023021100,2018-08-25,0
Florence-2018,AL062018,37023021201,2018-08-25,0
Florence-2018,AL062018,37023021202,2018-08-25,0
Florence-2018,AL062018,37023021203,2018-08-25,0
Florence-2018,AL062018,37023021301,2018-08-25,0
Florence-2018,AL062018,37023021302,2018-08-25,0
Florence-2018,AL062018,37023021400,2018-08-25,0
Florence-2018,AL062018,37025040500,2018-08-25,0
Florence-2018,AL062018,37025040600,2018-08-25,0
Florence-2018,AL062018,37025040701,2018-08-25,0
Florence-2018,AL062018,37025040702,2018-08-25,0
Florence-2018,AL062018,37025040703,2018-08-25,0
Florence-2018,AL062018,37025040800,2018-08-25,0
Florence-2018,AL062018,37025040900,2018-08-25,0
Florence-2018,AL062018,37025041000,2018-08-25,0
Florence-2018,AL062018,37025041100,2018-08-25,0
Florence-2018,AL062018,37025041200,2018-08-25,0
Florence-2018,AL062018,37025041301,2018-08-25,0
Florence-2018,AL062018,37025041302,2018-08-25,0
Florence-2018,AL062018,37025041303,2018-08-25,0
Florence-2018,AL062018,37025041501,2018-08-25,0
Florence-2018,AL062018,37025041502,2018-08-25,0
Florence-2018,AL062018,37025041503,2018-08-25,0
Florence-2018,AL062018,37025041601,2018-08-25,0
Florence-2018,AL062018,37025041602,2018-08-25,0
Florence-2018,AL062018,37025041701,2018-08-25,0
Florence-2018,AL062018,37025041702,2018-08-25,0
Florence-2018,AL062018,37025041901,2018-08-25,0
Florence-2018,AL062018,37025041902,2018-08-25,0
Florence-2018,AL062018,37025042000,2018-08-25,0
Florence-2018,AL062018,37025042101,2018-08-25,0
Florence-2018,AL062018,37025042102,2018-08-25,0
Florence-2018,AL062018,37025042200,2018-08-25,0
Florence-2018,AL062018,37025042300,2018-08-25,0
Florence-2018,AL062018,37025042401,2018-08-25,0
Florence-2018,AL062018,37025042402,2018-08-25,0
Florence-2018,AL062018,37025042501,2018-08-25,0
Florence-2018,AL062018,37025042502,2018-08-25,0
Florence-2018,AL062018,37025042503,2018-08-25,0
Florence-2018,AL062018,37025042504,2018-08-25,0
Florence-2018,AL062018,37025042601,2018-08-25,0
Florence-2018,AL062018,37025042602,2018-08-25,0
Florence-2018,AL062018,37025042603,2018-08-25,0
Florence-2018,AL062018,37025042604,2018-08-25,0
Florence-2018,AL062018,37027030100,2018-08-25,0
Florence-2018,AL062018,37027030200,2018-08-25,0
Florence-2018,AL062018,37027030300,2018-08-25,0
Florence-2018,AL062018,37027030400,2018-08-25,0
Florence-2018,AL062018,37027030500,2018-08-25,0
Florence-2018,AL062018,37027030600,2018-08-25,0
Florence-2018,AL062018,37027030700,2018-08-25,0
Florence-2018,AL062018,37027030800,2018-08-25,0
Florence-2018,AL062018,37027030900,2018-08-25,0
Florence-2018,AL062018,37027031000,2018-08-25,0
Florence-2018,AL062018,37027031100,2018-08-25,0
Florence-2018,AL062018,37027031201,2018-08-25,0
Florence-2018,AL062018,37027031202,2018-08-25,0
Florence-2018,AL062018,37027031300,2018-08-25,0
Florence-2018,AL062018,37027031401,2018-08-25,0
Florence-2018,AL062018,37027031402,2018-08-25,0
Florence-2018,AL062018,37027031403,2018-08-25,0
Florence-2018,AL062018,37029950101,2018-08-25,0
Florence-2018,AL062018,37029950102,2018-08-25,0
Florence-2018,AL062018,37031970101,2018-08-25,1.8412384299810076
Florence-2018,AL062018,37031970102,2018-08-25,1.9399884184437726
Florence-2018,AL062018,37031970103,2018-08-25,2.0169078094922703
Florence-2018,AL062018,37031970200,2018-08-25,2.3863667469561753
Florence-2018,AL062018,37031970301,2018-08-25,2.696630620727649
Florence-2018,AL062018,37031970302,2018-08-25,6.3284141537738146
Florence-2018,AL062018,37031970303,2018-08-25,3.821573087690233
Florence-2018,AL062018,37031970304,2018-08-25,3.8913170900810305
Florence-2018,AL062018,37031970401,2018-08-25,0
Florence-2018,AL062018,37031970402,2018-08-25,1.2259517850252337
Florence-2018,AL062018,37031970403,2018-08-25,0
Florence-2018,AL062018,37031970501,2018-08-25,0
Florence-2018,AL062018,37031970502,2018-08-25,0
Florence-2018,AL062018,37031970503,2018-08-25,0
Florence-2018,AL062018,37031970504,2018-08-25,1.644319999864984
Florence-2018,AL062018,37031970601,2018-08-25,1.3153288532285745
Florence-2018,AL062018,37031970602,2018-08-25,1.2061587712775097
Florence-2018,AL062018,37031970603,2018-08-25,1.275278940515008
Florence-2018,AL062018,37031970604,2018-08-25,0.7175805354543494
Florence-2018,AL062018,37031970605,2018-08-25,0
Florence-2018,AL062018,37031970701,2018-08-25,1.4336673878178987
Florence-2018,AL062018,37031970702,2018-08-25,1.7624056193795015
Florence-2018,AL062018,37031970703,2018-08-25,1.4355097072589453
Florence-2018,AL062018,37031970704,2018-08-25,0
Florence-2018,AL062018,37031970801,2018-08-25,0
Florence-2018,AL062018,37031970802,2018-08-25,0
Florence-2018,AL062018,37031970803,2018-08-25,0
Florence-2018,AL062018,37031970804,2018-08-25,0
Florence-2018,AL062018,37031970805,2018-08-25,1.069267707190471
Florence-2018,AL062018,37031970901,2018-08-25,0
Florence-2018,AL062018,37031970902,2018-08-25,0
Florence-2018,AL062018,37031970903,2018-08-25,0
Florence-2018,AL062018,37031971001,2018-08-25,0.9209772034174045
Florence-2018,AL062018,37031971002,2018-08-25,0
Florence-2018,AL062018,37031971101,2018-08-25,0
Florence-2018,AL062018,37031971102,2018-08-25,1.7491759989735167
Florence-2018,AL062018,37031980100,2018-08-25,1.8634283711258146
Florence-2018,AL062018,37031990100,2018-08-25,0
Florence-2018,AL062018,37031990200,2018-08-25,0
Florence-2018,AL062018,37033930100,2018-08-25,0
Florence-2018,AL062018,37033930200,2018-08-25,0
Florence-2018,AL062018,37033930300,2018-08-25,0
Florence-2018,AL062018,37033930400,2018-08-25,0
Florence-2018,AL062018,37033930500,2018-08-25,0
Florence-2018,AL062018,37033930600,2018-08-25,0
Florence-2018,AL062018,37035010101,2018-08-25,0
Florence-2018,AL062018,37035010102,2018-08-25,0
Florence-2018,AL062018,37035010201,2018-08-25,0
Florence-2018,AL062018,37035010202,2018-08-25,0
Florence-2018,AL062018,37035010301,2018-08-25,0
Florence-2018,AL062018,37035010302,2018-08-25,0
Florence-2018,AL062018,37035010303,2018-08-25,0
Florence-2018,AL062018,37035010304,2018-08-25,0
Florence-2018,AL062018,37035010401,2018-08-25,0
Florence-2018,AL062018,37035010402,2018-08-25,0
Florence-2018,AL062018,37035010501,2018-08-25,0
Florence-2018,AL062018,37035010502,2018-08-25,0
Florence-2018,AL062018,37035010600,2018-08-25,0
Florence-2018,AL062018,37035010700,2018-08-25,0
Florence-2018,AL062018,37035010900,2018-08-25,0
Florence-2018,AL062018,37035011000,2018-08-25,0
Florence-2018,AL062018,37035011101,2018-08-25,0
Florence-2018,AL062018,37035011102,2018-08-25,0
Florence-2018,AL062018,37035011200,2018-08-25,0
Florence-2018,AL062018,37035011300,2018-08-25,0
Florence-2018,AL062018,37035011401,2018-08-25,0
Florence-2018,AL062018,37035011402,2018-08-25,0
Florence-2018,AL062018,37035011501,2018-08-25,0
Florence-2018,AL062018,37035011503,2018-08-25,0
Florence-2018,AL062018,37035011504,2018-08-25,0
Florence-2018,AL062018,37035011601,2018-08-25,0
Florence-2018,AL062018,37035011602,2018-08-25,0
Florence-2018,AL062018,37035011701,2018-08-25,0
Florence-2018,AL062018,37035011702,2018-08-25,0
Florence-2018,AL062018,37035011801,2018-08-25,0
Florence-2018,AL062018,37035011802,2018-08-25,0
Florence-2018,AL062018,37037020103,2018-08-25,0
Florence-2018,AL062018,37037020104,2018-08-25,0
Florence-2018,AL062018,37037020105,2018-08-25,0
Florence-2018,AL062018,37037020106,2018-08-25,0
Florence-2018,AL062018,37037020200,2018-08-25,0
Florence-2018,AL062018,37037020300,2018-08-25,0
Florence-2018,AL062018,37037020401,2018-08-25,0
Florence-2018,AL062018,37037020402,2018-08-25,0
Florence-2018,AL062018,37037020500,2018-08-25,0
Florence-2018,AL062018,37037020600,2018-08-25,0
Florence-2018,AL062018,37037020701,2018-08-25,0
Florence-2018,AL062018,37037020702,2018-08-25,0
Florence-2018,AL062018,37037020800,2018-08-25,0
Florence-2018,AL062018,37039930100,2018-08-25,0
Florence-2018,AL062018,37039930200,2018-08-25,0
Florence-2018,AL062018,37039930300,2018-08-25,0
Florence-2018,AL062018,37039930400,2018-08-25,0
Florence-2018,AL062018,37039930500,2018-08-25,0
Florence-2018,AL062018,37039930601,2018-08-25,0
Florence-2018,AL062018,37039930602,2018-08-25,0
Florence-2018,AL062018,37041930101,2018-08-25,0
Florence-2018,AL062018,37041930102,2018-08-25,0
Florence-2018,AL062018,37041930200,2018-08-25,0
Florence-2018,AL062018,37043950100,2018-08-25,0
Florence-2018,AL062018,37043950200,2018-08-25,0
Florence-2018,AL062018,37045950101,2018-08-25,0
Florence-2018,AL062018,37045950102,2018-08-25,0
Florence-2018,AL062018,37045950200,2018-08-25,0
Florence-2018,AL062018,37045950301,2018-08-25,0
Florence-2018,AL062018,37045950302,2018-08-25,0
Florence-2018,AL062018,37045950400,2018-08-25,0
Florence-2018,AL062018,37045950500,2018-08-25,0
Florence-2018,AL062018,37045950601,2018-08-25,0
Florence-2018,AL062018,37045950602,2018-08-25,0
Florence-2018,AL062018,37045950700,2018-08-25,0
Florence-2018,AL062018,37045950800,2018-08-25,0
Florence-2018,AL062018,37045950900,2018-08-25,0
Florence-2018,AL062018,37045951000,2018-08-25,0
Florence-2018,AL062018,37045951100,2018-08-25,0
Florence-2018,AL062018,37045951200,2018-08-25,0
Florence-2018,AL062018,37045951300,2018-08-25,0
Florence-2018,AL062018,37045951400,2018-08-25,0
Florence-2018,AL062018,37045951501,2018-08-25,0
Florence-2018,AL062018,37045951502,2018-08-25,0
Florence-2018,AL062018,37045951503,2018-08-25,0
Florence-2018,AL062018,37045951601,2018-08-25,0
Florence-2018,AL062018,37045951602,2018-08-25,0
Florence-2018,AL062018,37047930100,2018-08-25,0.900881413955573
Florence-2018,AL062018,37047930200,2018-08-25,0
Florence-2018,AL062018,37047930300,2018-08-25,0
Florence-2018,AL062018,37047930400,2018-08-25,0
Florence-2018,AL062018,37047930500,2018-08-25,0
Florence-2018,AL062018,37047930600,2018-08-25,0
Florence-2018,AL062018,37047930700,2018-08-25,0
Florence-2018,AL062018,37047930800,2018-08-25,0
Florence-2018,AL062018,37047930900,2018-08-25,0
Florence-2018,AL062018,37047931000,2018-08-25,0
Florence-2018,AL062018,37047931100,2018-08-25,0
Florence-2018,AL062018,37047931200,2018-08-25,0
Florence-2018,AL062018,37047931300,2018-08-25,0
Florence-2018,AL062018,37049960101,2018-08-25,0
Florence-2018,AL062018,37049960102,2018-08-25,0
Florence-2018,AL062018,37049960200,2018-08-25,0
Florence-2018,AL062018,37049960300,2018-08-25,0
Florence-2018,AL062018,37049960401,2018-08-25,0
Florence-2018,AL062018,37049960402,2018-08-25,0
Florence-2018,AL062018,37049960403,2018-08-25,0
Florence-2018,AL062018,37049960404,2018-08-25,0
Florence-2018,AL062018,37049960500,2018-08-25,0
Florence-2018,AL062018,37049960600,2018-08-25,0
Florence-2018,AL062018,37049960700,2018-08-25,0
Florence-2018,AL062018,37049960800,2018-08-25,0
Florence-2018,AL062018,37049960900,2018-08-25,0
Florence-2018,AL062018,37049961001,2018-08-25,0
Florence-2018,AL062018,37049961002,2018-08-25,0
Florence-2018,AL062018,37049961100,2018-08-25,0
Florence-2018,AL062018,37049961201,2018-08-25,1.1243013470256313
Florence-2018,AL062018,37049961202,2018-08-25,0.9990461234612242
Florence-2018,AL062018,37049961301,2018-08-25,1.225329689570124
Florence-2018,AL062018,37049961302,2018-08-25,1.1954526485117727
Florence-2018,AL062018,37049961303,2018-08-25,1.1308875024545264
Florence-2018,AL062018,37051000200,2018-08-25,0
Florence-2018,AL062018,37051000500,2018-08-25,0
Florence-2018,AL062018,37051000600,2018-08-25,0
Florence-2018,AL062018,37051000701,2018-08-25,0
Florence-2018,AL062018,37051000702,2018-08-25,0
Florence-2018,AL062018,37051000800,2018-08-25,0
Florence-2018,AL062018,37051000900,2018-08-25,0
Florence-2018,AL062018,37051001000,2018-08-25,0
Florence-2018,AL062018,37051001100,2018-08-25,0
Florence-2018,AL062018,37051001200,2018-08-25,0
Florence-2018,AL062018,37051001400,2018-08-25,0
Florence-2018,AL062018,37051001500,2018-08-25,0
Florence-2018,AL062018,37051001601,2018-08-25,0
Florence-2018,AL062018,37051001603,2018-08-25,0
Florence-2018,AL062018,37051001604,2018-08-25,0
Florence-2018,AL062018,37051001700,2018-08-25,0
Florence-2018,AL062018,37051001800,2018-08-25,0
Florence-2018,AL062018,37051001901,2018-08-25,0
Florence-2018,AL062018,37051001902,2018-08-25,0
Florence-2018,AL062018,37051001903,2018-08-25,0
Florence-2018,AL062018,37051002001,2018-08-25,0
Florence-2018,AL062018,37051002002,2018-08-25,0
Florence-2018,AL062018,37051002100,2018-08-25,0
Florence-2018,AL062018,37051002200,2018-08-25,0
Florence-2018,AL062018,37051002300,2018-08-25,0
Florence-2018,AL062018,37051002401,2018-08-25,0
Florence-2018,AL062018,37051002402,2018-08-25,0
Florence-2018,AL062018,37051002501,2018-08-25,0
Florence-2018,AL062018,37051002502,2018-08-25,0
Florence-2018,AL062018,37051002503,2018-08-25,0
Florence-2018,AL062018,37051002504,2018-08-25,0
Florence-2018,AL062018,37051002600,2018-08-25,0
Florence-2018,AL062018,37051002700,2018-08-25,0
Florence-2018,AL062018,37051002800,2018-08-25,0
Florence-2018,AL062018,37051002900,2018-08-25,0
Florence-2018,AL062018,37051003001,2018-08-25,0
Florence-2018,AL062018,37051003002,2018-08-25,0
Florence-2018,AL062018,37051003102,2018-08-25,0
Florence-2018,AL062018,37051003103,2018-08-25,0
Florence-2018,AL062018,37051003104,2018-08-25,0
Florence-2018,AL062018,37051003201,2018-08-25,0
Florence-2018,AL062018,37051003203,2018-08-25,0
Florence-2018,AL062018,37051003204,2018-08-25,0
Florence-2018,AL062018,37051003205,2018-08-25,0
Florence-2018,AL062018,37051003302,2018-08-25,0
Florence-2018,AL062018,37051003304,2018-08-25,0
Florence-2018,AL062018,37051003305,2018-08-25,0
Florence-2018,AL062018,37051003307,2018-08-25,0
Florence-2018,AL062018,37051003309,2018-08-25,0
Florence-2018,AL062018,37051003310,2018-08-25,0
Florence-2018,AL062018,37051003311,2018-08-25,0
Florence-2018,AL062018,37051003312,2018-08-25,0
Florence-2018,AL062018,37051003313,2018-08-25,0
Florence-2018,AL062018,37051003314,2018-08-25,0
Florence-2018,AL062018,37051003401,2018-08-25,0
Florence-2018,AL062018,37051003402,2018-08-25,0
Florence-2018,AL062018,37051003403,2018-08-25,0
Florence-2018,AL062018,37051003404,2018-08-25,0
Florence-2018,AL062018,37051003405,2018-08-25,0
Florence-2018,AL062018,37051003406,2018-08-25,0
Florence-2018,AL062018,37051003407,2018-08-25,0
Florence-2018,AL062018,37051003408,2018-08-25,0
Florence-2018,AL062018,37051003500,2018-08-25,0
Florence-2018,AL062018,37051003600,2018-08-25,0
Florence-2018,AL062018,37051003700,2018-08-25,0
Florence-2018,AL062018,37051003800,2018-08-25,0
Florence-2018,AL062018,37051980100,2018-08-25,0
Florence-2018,AL062018,37051980200,2018-08-25,0
Florence-2018,AL062018,37053110101,2018-08-25,0
Florence-2018,AL062018,37053110102,2018-08-25,0
Florence-2018,AL062018,37053110200,2018-08-25,0
Florence-2018,AL062018,37053110301,2018-08-25,0
Florence-2018,AL062018,37053110302,2018-08-25,0
Florence-2018,AL062018,37053110401,2018-08-25,0
Florence-2018,AL062018,37053110402,2018-08-25,0
Florence-2018,AL062018,37053990100,2018-08-25,0
Florence-2018,AL062018,37055970101,2018-08-25,0
Florence-2018,AL062018,37055970102,2018-08-25,0
Florence-2018,AL062018,37055970200,2018-08-25,0
Florence-2018,AL062018,37055970300,2018-08-25,0
Florence-2018,AL062018,37055970400,2018-08-25,0
Florence-2018,AL062018,37055970501,2018-08-25,0
Florence-2018,AL062018,37055970502,2018-08-25,10.50646305579724
Florence-2018,AL062018,37055970601,2018-08-25,0
Florence-2018,AL062018,37055970602,2018-08-25,0
Florence-2018,AL062018,37055990100,2018-08-25,5.794948870838147
Florence-2018,AL062018,37055990200,2018-08-25,7.609291841516315
Florence-2018,AL062018,37057060101,2018-08-25,0
Florence-2018,AL062018,37057060102,2018-08-25,0
Florence-2018,AL062018,37057060201,2018-08-25,0
Florence-2018,AL062018,37057060202,2018-08-25,0
Florence-2018,AL062018,37057060203,2018-08-25,0
Florence-2018,AL062018,37057060301,2018-08-25,0
Florence-2018,AL062018,37057060302,2018-08-25,0
Florence-2018,AL062018,37057060303,2018-08-25,0
Florence-2018,AL062018,37057060304,2018-08-25,0
Florence-2018,AL062018,37057060400,2018-08-25,0
Florence-2018,AL062018,37057060500,2018-08-25,0
Florence-2018,AL062018,37057060601,2018-08-25,0
Florence-2018,AL062018,37057060602,2018-08-25,0
Florence-2018,AL062018,37057060700,2018-08-25,0
Florence-2018,AL062018,37057060800,2018-08-25,0
Florence-2018,AL062018,37057060900,2018-08-25,0
Florence-2018,AL062018,37057061000,2018-08-25,0
Florence-2018,AL062018,37057061100,2018-08-25,0
Florence-2018,AL062018,37057061201,2018-08-25,0
Florence-2018,AL062018,37057061202,2018-08-25,0
Florence-2018,AL062018,37057061300,2018-08-25,0
Florence-2018,AL062018,37057061400,2018-08-25,0
Florence-2018,AL062018,37057061500,2018-08-25,0
Florence-2018,AL062018,37057061600,2018-08-25,0
Florence-2018,AL062018,37057061701,2018-08-25,0
Florence-2018,AL062018,37057061702,2018-08-25,0
Florence-2018,AL062018,37057061703,2018-08-25,0
Florence-2018,AL062018,37057061802,2018-08-25,0
Florence-2018,AL062018,37057061803,2018-08-25,0
Florence-2018,AL062018,37057061804,2018-08-25,0
Florence-2018,AL062018,37057061901,2018-08-25,0
Florence-2018,AL062018,37057061902,2018-08-25,0
Florence-2018,AL062018,37057062001,2018-08-25,0
Florence-2018,AL062018,37057062002,2018-08-25,0
Florence-2018,AL062018,37059080100,2018-08-25,0
